,amp,camera,cti_x,cti_x_err,cti_y,cti_y_err,frame,inter_x,inter_x_err,inter_y,inter_y_err,n_hits,slope_x,slope_x_err,slope_y,slope_y_err
24,1,1,7.66384498206827e-06,1.4566516729989236e-07,1.968878026261927e-07,7.716977477532246e-08,3,1610.3485035353517,0.004693350196328391,1619.5300631072932,0.006031746662929562,625,0.012415428870950597,5.862909888655899e-06,0.00031895824025443217,3.106023519707453e-06
25,1,1,8.588266856711235e-06,2.383265463744149e-07,-8.42073490127149e-07,9.527148849329488e-08,4,1608.4007641794715,0.008019313091192925,1622.6035775539347,0.007594399203724792,661,0.0139129923078722,9.59245845364706e-06,-0.0013641590540059813,3.834603442594735e-06
26,1,1,1.0773143572840696e-05,1.8282060092360226e-07,-1.410640699642924e-06,8.848602177783742e-08,5,1606.5146745967318,0.00601159197574318,1625.0805033390934,0.007110908034767404,550,0.01745249258800193,7.358387244345639e-06,-0.002285237933421537,3.5614936755678832e-06
27,1,1,4.576445690541646e-06,1.7430288905325465e-07,-1.4618063829614031e-06,9.272277703742565e-08,6,1615.4932232505382,0.005757355309515027,1626.0412109989236,0.007237879428405454,657,0.007413842018677465,7.015555954758265e-06,-0.002368126340397473,3.7320197853283257e-06
28,1,1,-3.2708373270929674e-06,1.3453693833211754e-07,-3.1359736239259297e-06,6.728539336751487e-08,7,1626.6734816283927,0.004331714390544727,1632.6301928508258,0.005450870900068364,585,-0.005298756469890607,5.415007312715616e-06,-0.005080277270760006,2.7081848423263813e-06
29,1,1,5.0259140512244805e-06,1.3460839786094662e-07,-2.139969638256824e-06,7.060634349062096e-08,8,1615.3927542992726,0.004352112061462119,1628.450788374666,0.005485406833261858,685,0.008141980762983659,5.417883503269451e-06,-0.0034667508139760543,2.8418505063791083e-06
30,1,1,2.2584527798428647e-06,1.465825520659317e-07,-4.700166966792569e-08,6.969071277733722e-08,9,1618.2201734974947,0.0047575428949622025,1621.2806976758388,0.005575300618830338,694,0.0036586935033454406,5.8998339132268595e-06,-7.614270486203962e-05,2.8049970810697054e-06
31,1,1,4.247021663449585e-08,2.1972729440422874e-07,-9.453051809952659e-06,1.024731280090042e-07,10,1621.1867364715583,0.0073606953805132255,1651.098479907011,0.008070621161020624,597,6.880175094788327e-05,8.843853002399363e-06,-0.015313943932123307,4.1244638417130794e-06
32,1,1,-1.657988823840573e-05,1.8807089407656096e-07,-7.96436154904627e-06,8.737849986909223e-08,11,1641.5317906937457,0.006259094537759791,1646.0163039516922,0.007246833554862296,507,-0.026859418946217285,7.569707467398351e-06,-0.012902265709454956,3.5169167786264404e-06
33,1,1,0.0007128542134538294,0.00045466192457570384,-0.0002476398971064089,0.000493822018950409,12,779.0227868398996,12.35411161187133,2440.3530026988155,43.715590986590605,5,1.1548238257952037,0.01829978946237881,-0.40117663331238246,0.01987595285686747
34,1,1,-1.1605966514346851e-05,2.239933783665499e-07,4.824101719192215e-06,1.0379318848222683e-07,13,1635.5373345162589,0.007581348396353856,1603.9374089254115,0.008593322519118249,635,-0.018801665753241898,9.015559569673855e-06,0.007815044785091388,4.177595250858734e-06
35,1,1,3.805733207275316e-07,1.6403193443589297e-07,-1.205830490358543e-07,8.641512430325177e-08,16,1620.2079429550897,0.005139599701312002,1621.0669759326838,0.007014160816487553,606,0.0006165287795786012,6.602158005830015e-06,-0.00019534453943808398,3.478141660070972e-06
36,1,1,7.624135554689869e-06,1.5644557398074584e-07,1.4106209164612634e-06,7.006181572126399e-08,17,1611.5256171270662,0.005364021412423859,1617.1524780629277,0.005951411689065097,625,0.012351099598597587,6.296812887598562e-06,0.002285205884667247,2.819933686436575e-06
37,1,1,6.50380648842146e-07,1.4048470297335127e-07,5.15306026355061e-06,7.892094875825393e-08,18,1621.6031923544942,0.004417189316938121,1605.7751484040693,0.006382805582907343,646,0.0010536166511242765,5.654400221651045e-06,0.008347957626951988,3.1765069129002017e-06
38,1,1,9.409270731156822e-06,1.696464369791775e-07,-9.975323378754353e-07,8.888394041752336e-08,19,1607.6344389931487,0.00533381748501833,1622.6299948387075,0.007288053623174981,527,0.015243018584474051,6.828137374069349e-06,-0.001616002387358205,3.577509591869219e-06
39,1,1,1.2916039156419163e-06,2.474198086292835e-07,-2.8966020600613893e-06,1.096521702944399e-07,20,1617.6563282427967,0.008524762850720962,1629.0774045942237,0.00914259611339572,540,0.0020923983433399043,9.958455199351206e-06,-0.004692495337299451,4.413414719857514e-06
40,1,1,1.365917394850472e-06,1.2321580838232804e-07,-3.048492311960945e-06,6.863214168694737e-08,22,1620.3989334171454,0.003945101623580049,1631.7381159276658,0.0054170973126130145,772,0.002212786179657765,4.959340622018531e-06,-0.004938557545376731,2.7623904165614054e-06
41,1,1,6.994879492370232e-06,1.3601189416351942e-07,-8.853086454512207e-07,6.93140095030944e-08,23,1611.9254002828482,0.004370761306254844,1623.7352112009446,0.005691355223059176,731,0.011331704777639775,5.474373139766454e-06,-0.0014342000056309775,2.789835066755739e-06
42,1,1,2.3449960854303263e-06,1.3627065669313282e-07,-2.187625316679687e-07,6.782405690715685e-08,24,1616.8650305538117,0.004465713857649744,1620.6372191731286,0.005607554366404349,688,0.0037988936583971287,5.48478813067887e-06,-0.0003543953013021093,2.7298656315759035e-06
43,1,1,1.2975233460817043e-05,1.2761612129481346e-07,-5.551042365807983e-06,6.52099244309443e-08,25,1603.9347700576707,0.004170328717384176,1638.938942169233,0.005367174612796923,709,0.02101987820652361,5.136449800321105e-06,-0.008992688632608933,2.6246488290338837e-06
44,0,2,-1.098748369856587e-05,1.8553995243299834e-07,1.0446228475071185e-05,8.276081836338988e-08,100,1631.6031735144657,0.006116309207824814,1584.5208509352422,0.006514958832309788,183,-0.01779972359167671,7.467839031280712e-06,0.016922890129615318,3.331058683212948e-06
45,0,2,-2.827185589002748e-05,2.6829173041885076e-07,4.0840533828005553e-07,1.3984372793688076e-07,101,1658.2017228912034,0.008173467968708574,1622.7680345482115,0.011269168559997733,173,-0.045800406541844516,1.0798533846316773e-05,0.00066161664801369,5.628601474089332e-06
46,0,2,-5.989067110806962e-06,8.164283585223371e-08,2.4126766665696276e-06,1.9755448927906192e-08,102,1631.3369776073696,0.0017798642605464051,1619.270228695307,0.0018155891452789896,544,-0.009702288719507278,3.2860607551461282e-06,0.003908536199842797,7.951414811188246e-07
47,0,2,-8.672429336153963e-06,2.987842401811538e-07,7.014993249030073e-07,1.5535351970731426e-07,103,1635.9738874211344,0.00983060699242603,1622.3059431680392,0.012920282238688836,185,-0.014049335524569419,1.2025833689712311e-05,0.0011364289063428717,6.2528585509693425e-06
48,0,2,1.3366617041527566e-05,2.6125946347985815e-07,3.470225440220829e-06,1.4746128224037404e-07,106,1600.839903500102,0.008150380744779863,1606.1846973416061,0.011822621735940318,169,0.021653919607274655,1.0515490561909559e-05,0.005621765213157743,5.935202120497659e-06
49,0,2,8.950061233202283e-06,4.545339528622448e-07,-9.028325876224247e-07,2.2110955664079125e-07,119,1607.81018721923,0.01453693854656251,1622.0059235968445,0.017453545898343078,113,0.014499099197787699,1.829463870026996e-05,-0.001462588791948328,8.899487984225687e-06
50,0,2,-1.5124488390903853e-05,3.6169387500412884e-07,-5.893746126506967e-06,1.6142341570022056e-07,121,1639.6035942120911,0.011666591567952892,1639.1851564805918,0.012920620593073815,150,-0.02450167119326424,1.4557897647981794e-05,-0.009547868724941287,6.4971671519862e-06
51,0,2,-4.334621466188943e-05,3.7629146070738775e-07,-6.194578027865258e-07,1.579450795359132e-07,124,1671.4085998432602,0.010906168988372076,1623.3409694554684,0.01295360719592175,106,-0.07022086775226087,1.5145439138899382e-05,-0.0010035216405141717,6.357166821970431e-06
52,0,2,-1.3850408404108976e-05,3.204863853536108e-07,4.1305426364443846e-06,1.5824409887213703e-07,125,1637.4644501358193,0.010291272081809027,1607.608372456286,0.012046105808416887,136,-0.022437661614656542,1.2899328183249602e-05,0.006691479071039903,6.369202118093331e-06
53,0,2,-9.745502775326146e-06,3.169384048476863e-07,8.16661272512685e-06,1.5957929389457435e-07,127,1629.9953203886773,0.009743961596539775,1591.4981532274771,0.013100981321381417,145,-0.015787714496028355,1.2756524722555958e-05,0.013229912614705496,6.4229426810943375e-06
54,0,2,-1.803680875427132e-05,3.311354881828552e-07,3.392873359228713e-06,1.543769284762863e-07,128,1650.1958620848725,0.011062554246974348,1615.5699780113127,0.012034628191100355,196,-0.02921963018191954,1.3327946304109967e-05,0.005496454841950515,6.213551512150786e-06
55,0,2,-1.599744702439866e-05,2.757640546970174e-07,2.2006426276058084e-06,1.1955699558402678e-07,133,1644.7529887271485,0.009047793286313378,1617.1638385707104,0.0091881742513444,169,-0.02591586417952583,1.109928909696302e-05,0.00356504105672141,4.812076247607469e-06
56,0,2,-2.7744771624391512e-05,3.287634509435663e-07,-6.50251732480017e-06,1.805575396674953e-07,134,1655.6417357416929,0.009885163531649973,1643.8420596170552,0.014534612525327041,132,-0.04494653003151425,1.323247364689017e-05,-0.010534078066176275,7.267300785839417e-06
57,0,2,-9.183298725175772e-06,2.7704137146103436e-07,8.74305042841766e-06,1.4533297803115162e-07,135,1630.463435434726,0.00862339659518001,1591.9725404648696,0.011449955180933835,236,-0.014876943934784751,1.1150700104999576e-05,0.014163741694036608,5.8495395285024946e-06
58,0,2,-6.7822593883205045e-06,2.8050783997826584e-07,5.123115817264969e-06,1.0548434980966441e-07,138,1627.4281561775972,0.008533698388590258,1599.0573198619509,0.010466130766396839,174,-0.010987260209079218,1.1290222771434641e-05,0.00829944762396925,4.24566318126198e-06
59,0,2,-2.2927711168922277e-05,2.9631469801543906e-07,-6.994918864122224e-06,1.1975493362750056e-07,139,1646.5968742524544,0.009619572968378242,1644.7942852192139,0.011750011664308536,219,-0.03714289209365409,1.1926436534907188e-05,-0.011331768559878002,4.8200431001772015e-06
60,0,2,-2.4985280295863192e-05,3.571540455734893e-07,8.935026401909911e-06,1.4321921145551527e-07,142,1648.3040080677354,0.011311911038515868,1589.235483546014,0.011410945909401412,105,-0.040476154079298374,1.437517303814484e-05,0.014474742771094055,5.764462064972077e-06
61,0,2,-2.7611215166709334e-05,3.2924248857966364e-07,1.2802225261025472e-05,1.6441962098943778e-07,144,1650.9682330157789,0.010326071737522912,1574.1395931949094,0.013930817484757134,98,-0.04473016857006912,1.325175453981587e-05,0.020739604922861265,6.617762088608414e-06
62,0,2,-1.508630435790639e-05,3.715943208714196e-07,6.277736924381974e-06,1.949928719344436e-07,145,1640.4840332569142,0.01152349960441568,1601.4397906477225,0.015996814889187236,111,-0.02443981305980835,1.4956382907384538e-05,0.010169933817498799,7.848311701919884e-06
63,0,2,-2.7963831068007665e-05,4.2755152507307016e-07,8.560590307567084e-06,1.6583100934293577e-07,146,1652.5579600856636,0.013902754696952273,1589.2597077731862,0.013389334723121224,119,-0.04530140633017242,1.720861693104763e-05,0.013868156298258676,6.674569374027728e-06
64,0,2,-2.1585955734966453e-05,3.4864857045062665e-07,-3.146194709623326e-07,1.4641155358098982e-07,156,1651.0952963334014,0.011699363247030189,1623.4677004778518,0.011017006653648933,106,-0.034969248290645655,1.4032834268143062e-05,-0.0005096835429589788,5.892951356972028e-06
65,0,2,-1.488020276607179e-05,4.545315332533312e-07,-2.9420766553756116e-06,2.558059712666796e-07,157,1635.4850133976536,0.014506523797870053,1626.9789667222244,0.02194431240453416,82,-0.0241059284810363,1.8294541312889784e-05,-0.004766164181708491,1.0295991734447764e-05
66,0,2,-4.525283796683977e-06,4.77125529272744e-07,2.6804664952685714e-06,2.0575789358421762e-07,158,1626.0319997675297,0.014714718891896753,1611.755483744538,0.01699973479650613,69,-0.007330959750628043,1.9203932110579587e-05,0.004342355722335086,8.281595465306613e-06
67,0,2,-2.0286790368122992e-05,3.0780109542150635e-07,9.03564948115024e-06,1.6745323170680791e-07,164,1646.5884862440716,0.009541258266716191,1593.778907827304,0.013184349202219649,122,-0.032864600396359245,1.2388755112404975e-05,0.014637752159463389,6.739862564672021e-06
68,0,2,-1.4493021263906868e-05,4.454874887172111e-07,-2.409552714313407e-06,1.7737059765370287e-07,165,1636.5808011706667,0.014141682724320818,1625.952559853464,0.014138114722941412,99,-0.023478694447529126,1.7930525542152385e-05,-0.0039034753971877193,7.139028844141998e-06
69,0,2,-9.990747836130826e-06,3.613424988328532e-07,-1.0131711925996472e-06,1.996183142222011e-07,167,1631.346611755131,0.011345545960710727,1622.6126440143123,0.01775279846896213,130,-0.01618501149453194,1.4543755029898167e-05,-0.0016413373320114284,8.034482162785585e-06
70,1,2,1.6562531321852677e-05,2.491320659708557e-07,7.116875339284317e-06,1.2378289940115485e-07,100,1611.6241695544566,0.0030038060719941874,1595.819164121164,0.009884314260692894,152,0.02683130074140134,1.0027372227944318e-05,0.011529338049640594,4.982165595234005e-06
71,1,2,1.0449918407787464e-05,2.8317719015371154e-07,-6.864274724260884e-06,1.3912060593246518e-07,101,1617.2376455415147,0.003633473798873885,1644.1436308429015,0.01143427721104511,213,0.01692886782061569,1.1397662043499498e-05,-0.011120125053302633,5.599496374847148e-06
72,1,2,6.185249825439673e-06,6.368770753015724e-08,-7.725604271832128e-07,1.2359330005173088e-08,102,1616.2662906904818,0.001645264604028654,1625.0420945039589,0.0013602116810602666,900,0.01002010471721227,2.563380780634023e-06,-0.0012515478920368049,4.974534368625573e-07
73,1,2,1.2607636438154629e-05,2.883599646302992e-07,-1.663213968181565e-06,1.5428373459624536e-07,103,1611.4038331559145,0.0037662545389562413,1622.6780521130904,0.012628430750760356,191,0.020424371029810498,1.1606264692250111e-05,-0.0026944066284541354,6.209800530835333e-06
74,1,2,1.254661110820387e-05,4.361333511155969e-07,9.276082120072197e-06,2.5835343505315423e-07,106,1615.3656061005565,0.005115154374999555,1591.1366431543245,0.02050500293330756,96,0.02032550999529027,1.7554028766286653e-05,0.01502725303451696,1.0398525173989738e-05
75,1,2,1.1910219452665214e-05,1.571121166183418e-07,1.5134566533504125e-05,1.1607073180926188e-07,119,1613.7000296956578,0.0024889338453167303,1571.9109552838725,0.00932515758852183,249,0.019294555513317647,6.3236407112547594e-06,0.02451799778427668,4.671756837425821e-06
76,1,2,5.246093746299302e-06,2.135958507670528e-07,1.3029430124861926e-05,1.1057813796424982e-07,121,1614.847821934204,0.002236672961504423,1576.46109179472,0.00858519642571192,192,0.008498671869004869,8.597067156486553e-06,0.02110767680227632,4.4506841996414305e-06
77,1,2,2.0548540807783457e-05,3.822571090398567e-07,-4.5008775865858565e-06,1.548319233355933e-07,124,1613.604436404433,0.004900654224749066,1636.624894575224,0.012260967767907036,105,0.0332886361086092,1.5385551852522042e-05,-0.007291421690269088,6.231864701977607e-06
78,1,2,1.7632195729512703e-05,3.5116926345381433e-07,4.945766871231225e-06,2.1886155140020997e-07,125,1614.8994876052038,0.004870402744679236,1608.8771170899481,0.016087427758060106,105,0.02856415708181058,1.4134290204442707e-05,0.008012142331394584,8.809007518654808e-06
79,1,2,-1.978334088741342e-05,1.0880690265591066e-07,-1.6990106844238084e-06,6.620012325209628e-08,127,1634.4722556438603,0.00139081551888881,1631.378640187892,0.005332491090988567,338,-0.03204901223760974,4.379393353676736e-06,-0.0027523973087665698,2.6645035627899316e-06
80,1,2,1.911049139650857e-05,1.1245803945880605e-07,-1.5131029808978079e-06,6.515406048429407e-08,128,1615.6599846133338,0.001505536109662148,1629.5136568660114,0.005145507018077786,427,0.030958996062343883,4.526348775232392e-06,-0.0024512268290544487,2.6224003485542595e-06
81,1,2,-1.4686242419120625e-05,4.352863651683818e-07,9.80152599268417e-06,1.9311991343295467e-07,133,1624.6808795211207,0.00493378834430093,1587.6692167595938,0.015301174651473407,131,-0.023791712718975414,1.7519938239515373e-05,0.015878472108148356,7.772926576409306e-06
82,1,2,1.8673529055121888e-05,4.5473203097638843e-07,-2.357559309006384e-06,2.143639466533192e-07,134,1614.58483976463,0.005223493636334837,1629.102982678966,0.016448944767563266,99,0.030251117069297458,1.8302611190575403e-05,-0.003819246080590342,8.627982419555285e-06
83,1,2,-1.82010752411358e-05,3.8525903833752675e-07,-1.7718112975869594e-06,1.7811296062093875e-07,135,1630.3844268224614,0.003432484292494356,1630.471906583538,0.014270767377413469,151,-0.029485741890639995,1.5506377176040333e-05,-0.0028703343020908744,7.168908377198919e-06
84,1,2,7.4093459688577515e-06,3.5836197087352754e-07,-3.7735729344490313e-06,1.2933664224714895e-07,138,1616.0158879878088,0.00411677874354165,1634.050427007715,0.013032305937499334,142,0.012003140469549558,1.4423791093632131e-05,-0.006113188153807431,5.205699432831532e-06
85,1,2,1.0485128274385189e-05,3.4186003496591644e-07,-1.1702557106147965e-06,1.0489750914101424e-07,139,1612.9400222091626,0.004115423116632565,1621.6450882020845,0.009565774772540508,147,0.016985907804504007,1.3759600985536396e-05,-0.0018958142511959703,4.222043299974842e-06
86,1,2,1.298037812404847e-05,3.1897587868813967e-07,-4.273849909283985e-07,1.5913793220222983e-07,142,1619.9403353931768,0.004161478968225299,1627.1839766256721,0.012591147614328778,122,0.02102821256095852,1.2838531462729322e-05,-0.0006923636853040056,6.405178215652897e-06
87,1,2,-1.6990954724441496e-06,4.050937176223046e-07,2.276207990469191e-06,2.3359591760039107e-07,144,1620.2948503543464,0.005517962761562119,1612.0882626729415,0.019180146768351343,78,-0.0027525346653595223,1.6304707617508397e-05,0.0036874569445600894,9.402054318376453e-06
88,1,2,1.2858319849834802e-05,3.510532559803775e-07,1.7131124183781294e-06,2.0699661917086908e-07,145,1618.641484169617,0.005176279622631377,1619.6170389963315,0.016528901757478957,98,0.02083047815673238,1.4129620993705656e-05,0.0027752421177725697,8.33145320841659e-06
89,1,2,6.708545185229288e-06,4.6580762308979134e-07,6.83158429107454e-06,1.880315825490366e-07,146,1616.5153568472736,0.004973042566880465,1595.1125839878396,0.016441882524346516,92,0.010867843200071446,1.8748395173994734e-05,0.011067166551540756,7.568125208937164e-06
90,1,2,2.0615433371791637e-05,5.387270853338418e-07,2.573268067189835e-06,3.643417063380339e-07,156,1613.4571967258619,0.008010741695314821,1616.379684608793,0.02863736194710011,47,0.03339700206230245,2.1683346914282402e-05,0.0041686942688475325,1.4664470803381976e-05
91,1,2,3.1046526565568574e-05,7.474454260364237e-07,-3.993344616022133e-06,3.865856771472117e-07,157,1592.2057849744183,0.00816522673982631,1614.7082714015853,0.028768720033276178,42,0.050295373036221086,3.008409807759722e-05,-0.006469218277955856,1.555977335812114e-05
92,1,2,1.3157381298366807e-05,1.0170479905047094e-06,8.330497383582476e-07,4.4876520764701437e-07,158,1603.869297801124,0.007818431578190333,1604.60084293479,0.03522722048734929,31,0.021314957703354228,4.093539197666564e-05,0.001349540576140361,1.8062451184239588e-05
93,1,2,5.267245946540944e-06,5.715869318949646e-07,3.6662217743039397e-06,2.4486657120988015e-07,164,1619.0371060730274,0.005381758605957267,1609.948038764636,0.018014773146150836,81,0.00853293843339633,2.3005930225818304e-05,0.005939279274372382,9.855689375566529e-06
94,1,2,1.940296361115936e-05,5.116308508843148e-07,-2.0043240548202157e-06,2.2185814326590396e-07,165,1610.7862619240477,0.005603191288879355,1624.9281532745292,0.0176863334001937,85,0.03143280105007816,2.0592744515340954e-05,-0.0032470049688087493,8.929618014680073e-06
95,1,2,1.9438304289457868e-05,4.852650067887974e-07,-1.2892471369240591e-06,1.8479918031834484e-07,167,1612.989437860487,0.005223646477227781,1624.2355677582875,0.015238407871651293,101,0.031490052948921744,1.953153976106966e-05,-0.0020885803618169757,7.438023528805086e-06
96,0,3,-1.2316877464819278e-05,8.240064480666511e-08,-1.5393955249291266e-06,3.6656882262698405e-08,2,1635.403618259333,0.0024398519872336935,1626.4434321082774,0.003124927537970153,1769,-0.01995334149300723,3.3165619771953277e-06,-0.0024938207503851853,1.4754110504867989e-06
97,0,3,-1.1428610254658184e-06,8.948348033996656e-08,1.201018770035014e-07,4.141915051686729e-08,4,1622.1692780804656,0.002723505966782805,1620.39610982577,0.0036152666036233347,1618,-0.0018514348612546259,3.6016406082617623e-06,0.00019456504074567225,1.6670886502681948e-06
98,0,3,-1.2892596628885245e-06,4.771779141585754e-08,1.9073795174089787e-06,2.383791800033712e-08,8,1621.5784332753567,0.001345225883301034,1613.757365085518,0.0020408000679512867,2230,-0.0020886006538794097,1.9206040561562413e-06,0.0030899548182025454,9.594576916347538e-07
99,0,3,1.6160038809199925e-06,5.20711788643964e-08,3.533248174623193e-06,2.682176137363132e-08,9,1619.2180313401482,0.0014968188982063624,1608.5142495272894,0.0023982269497252436,1982,0.002617926287090388,2.095824520968132e-06,0.005723862042889573,1.0795550707389199e-06
100,0,3,1.2931856493661553e-06,6.223323871855696e-08,8.931350248438088e-07,3.0101526663626705e-08,10,1619.5449336081435,0.0018684233587527284,1618.0623748962928,0.0025519428315098664,1812,0.0020949607519731715,2.504839540223975e-06,0.0014468787402469702,1.2115630772350518e-06
101,0,3,3.8004851407764698e-06,5.141457976123428e-08,-4.5328501864389225e-07,2.5844527975462725e-08,11,1616.9176365953315,0.001491370992118103,1622.7095934076603,0.0022597980680819705,2054,0.006156785928057881,2.069396916852686e-06,-0.0007343217302031055,1.0402221851915342e-06
